-0.0051,-0.0178,1.0159
-0.0051,-0.0241,1.0159
-0.0126,-0.0070,1.1228
-0.0143,0.0143,1.1429
-0.0196,0.0441,1.3061
-0.0173,0.0816,1.2549
-0.0378,0.0178,1.7778
-0.0411,0.0366,1.8286
-0.0465,0.0568,2.0645
-0.0600,0.0343,2.2857
-0.0704,-0.0000,2.5600
-0.0838,-0.0571,3.0476
-0.1350,0.0750,4.0000
-0.0662,0.0469,2.2069
-0.0575,0.0300,2.0000
-0.0640,0.0427,2.1333
-0.0613,0.0693,2.1333
-0.0442,0.0653,1.6842
-0.0400,0.0660,1.6000
-0.0390,0.0429,1.5610
-0.2667,0.2400,7.1111
-2.8000,2.2400,64.0000
-0.0704,0.0024,0.6400
-0.0952,-0.0097,1.1034
-0.0869,-0.0057,0.9143
-0.1211,-0.0183,1.8286
-0.7360,-0.2560,12.8000
-0.2640,-0.1680,6.4000
-0.2447,0.1412,3.7647
-0.1151,0.0605,1.5610
-0.1011,0.0196,1.1228
-0.0857,0.0514,0.7619
-0.0593,0.0132,0.3516
-0.0608,0.0076,0.3200
-0.0608,0.0185,0.2645
-0.0588,0.0065,0.2065
-0.0585,0.0043,0.2000
-0.0600,0.0050,0.2000
-0.0568,0.0063,0.1855
-0.0570,0.0068,0.1749
-0.0537,0.0063,0.1620
-0.0538,0.0060,0.1542
-0.0513,0.0053,0.1465
-0.0513,0.0068,0.1435
-0.0624,0.0146,0.1829
-0.0733,0.0208,0.2560
-0.0628,0.0147,0.1963
-0.0627,0.0142,0.1928
-0.0640,0.0153,0.1975
-0.0668,0.0166,0.2112
-0.0693,0.0177,0.2246
-0.0715,0.0182,0.2353
-0.0716,0.0180,0.2397
-0.0690,0.0172,0.2254
-0.0671,0.0154,0.2155
-0.0661,0.0139,0.2092
-0.0650,0.0143,0.2038
-0.0626,0.0123,0.1934
-0.0598,0.0105,0.1818
-0.0583,0.0089,0.1734
-0.0572,0.0089,0.1689
-0.0556,0.0081,0.1616
-0.0537,0.0070,0.1524
-0.0618,0.0278,0.1734
-0.0525,0.0244,0.1468
-0.0490,0.0238,0.2723
-0.0499,0.0214,0.2678
-0.0533,0.0151,0.3092
-0.0522,0.0174,0.2783
-0.0511,0.0202,0.2689
-0.0525,0.0164,0.2857
-0.0516,0.0142,0.2645
-0.0491,0.0120,0.2471
-0.0490,0.0147,0.2406
-0.0491,0.0161,0.2520
-0.0509,0.0164,0.2530
-0.0501,0.0146,0.2490
-0.0504,0.0154,0.2415
-0.0541,0.0205,0.2689
-0.0534,0.0214,0.2723
-0.0509,0.0166,0.2771
-0.0484,0.0132,0.2406
-0.0476,0.0121,0.2199
-0.0458,0.0155,0.1658
-0.0467,0.0025,0.1675
-0.0478,0.0007,0.1882
-0.0512,-0.0010,0.2092
-0.0507,-0.0095,0.2230
-0.0464,0.0160,0.1829
-0.0458,0.0160,0.1711
-0.0535,-0.0193,0.3216
-0.0572,-0.0280,0.4672
-0.0542,0.0097,0.2870
-0.0583,0.0098,0.3282
-0.0681,0.0109,0.3975
-0.0700,0.0035,0.4706
-0.0900,0.0017,0.6667
-0.1946,0.0670,1.7297
-0.2667,0.2210,3.0476
-0.1600,0.1232,1.7297
-0.4133,0.1067,2.6667
-0.1423,0.0069,0.6154
